ZREP,ZFIN,Material,RI Description,Cell,CBU Brand,RI CBU,RI Brand,RI Occasion,Major Pack,Minor Pack,Flavor/Form,Supply Segment,Product Type,Consumption Type,CRI Number,CRI Fert,CRI Description,CRI CBU,CRI Brand,CI Child Ingredient,CRI Major Pack,CRI Minor Pack,CRI UDP3_Brand Flavor/Form,CRI Supply Segment,Core/Non_Core/Innov/Seasonal,RI UDP1_DMR Type,Display Type,GSV 2024,NSV 2024,MAC $ 2024,GSV 2025,NSV 2025,MAC$ 2025,MAC_perc,Prime margin,Growth,Price Increase,List Price,GSV per case,Trade rate,NSV per case,Raw Materials,Packaging,Raw Waste,Package Waste,Total Primes,Labor,EXP PROD,OH Labor,OH Expense,Coman/Copack,Depreciation,Total MCC,Total WTD ICE,Logistics,Logistics/NSV,Total COGS Per Case,COGS_perc GSV,MAC $ Per Case,Raw materials per tonne,Plant,Declared weight,Case Count,List price per tonne,GSV per tonne,NSV per tonne,Packaging Per Tonne,Total primes per tonne,Labor per tonne,EXP PROD per tonne,Raw waste per tonne,Package Waste Per Tonne,OH Labor per tonne,OH Expense per tonne,Coman/Copack Per Tonne,Depreciation per tonne,Total MCC per tonne,Total WTD ICE per tonne,Logistics per tonne,MAC $ Per Tonne
221584.00,,10258512,SNICKERS ALMOND KS 2PIECE 24CT 6/CA,Bars,ChocolateSNICKERS,Chocolate,SNICKERS,Not Applicable,Share Size,Share Size,SNICKERS ALMOND,Filled Bar,Confectionery Bar,Immediate Consumption,221584.0,0.0,SNICKERS ALMOND KS 2PIECE 24CT 6/CA,Chocolate,SNICKERS,Almond,Share Size,Share Size,SNICKERS ALMOND,Filled Bar,Non-Core,OSIC,NON-DISPLAY,$13125752.16,$10783835.2459545,$7135036.75042458,,,,66.16%,75.09%,,Post - June 2024,253.44,249.13152,17.84%,204.6810905,44.32215,4.57932,1.93129,0.14654,50.9793,3.50457,2.43014,0.58401,0.38934,0,1.99023,8.89829,59.87759,9.37792422,4.58%,69.25551422,28%,135.4255763,3360.284306,WAC,13.19,144.0,19214.55648,18887.90902,15517.89921,347.1811979,3864.996209,265.6990144,184.2410917,146.4207733,11.10993177,44.27672479,29.51781653,0,150.8893101,674.6239575,4539.620167,710.9874314,10267.29161
429927.00,,10239485,MXD SNG SPKY SHBX HLWN WM 33.31OZ 8CS,Seasonal,ChocolateMixed,Chocolate,Mixed,Halloween,Multipack Singles,Multipack,MIXED SNACKFOOD,Mixed,Mixed,Future Consumption,227808.0,0.0,TWIX CARAMEL SNGL 1.79OZ 36CT 10/CA,Chocolate,TWIX,Caramel,Single,Singles,TWIX CARAMEL BAR,Enrobed Biscuit,Seasonal,SEAS,NON-DISPLAY,$755697.62,$635314.717082857,$358577.12319249,,,,56.44%,71.92%,,Post - June 2023,133.92,131.64336,15.93%,110.6725254,21.10752,8.18821,1.58134,0.19436,31.07143,4.41071,2.79062,0.419112,0.279408,2.71,1.45878,12.06863,43.14006,5.067934486,4.58%,48.20799449,37%,62.46453087,2794.217633,COP,7.554,8.0,17728.35584,17426.97379,14650.85059,1083.956844,4113.241991,583.890654,369.4228223,209.338099,25.72941488,55.48212867,36.98808578,358.750331,193.1135822,1597.647604,5710.889595,670.8941602,8269.066835
429927.00,,10239485,MXD SNG SPKY SHBX HLWN WM 33.31OZ 8CS,Seasonal,ChocolateMixed,Chocolate,Mixed,Halloween,Multipack Singles,Multipack,MIXED SNACKFOOD,Mixed,Mixed,Future Consumption,255386.0,0.0,MILKY WAY SINGLES 1.84OZ 36CT 10/CA,Chocolate,MILKY WAY US,Original,Single,Singles,MILKY WAY ORIGINAL,Filled Bar,Seasonal,SEAS,NON-DISPLAY,$452070.18,$380055.237580735,$214506.46440505,,,,56.44%,71.92%,,Post - June 2023,133.92,131.64336,15.93%,110.6725254,21.10752,8.18821,1.58134,0.19436,31.07143,4.41071,2.79062,0.419112,0.279408,2.71,1.45878,12.06863,43.14006,5.067934486,4.58%,48.20799449,37%,62.46453087,2794.217633,COP,7.554,8.0,17728.35584,17426.97379,14650.85059,1083.956844,4113.241991,583.890654,369.4228223,209.338099,25.72941488,55.48212867,36.98808578,358.750331,193.1135822,1597.647604,5710.889595,670.8941602,8269.066835
429927.00,,10239485,MXD SNG SPKY SHBX HLWN WM 33.31OZ 8CS,Seasonal,ChocolateMixed,Chocolate,Mixed,Halloween,Multipack Singles,Multipack,MIXED SNACKFOOD,Mixed,Mixed,Future Consumption,255389.0,0.0,3 MUSKETEERS SINGLES 1.92OZ 36CT 10/CA,Chocolate,3 MUSKETEERS,Original,Single,Singles,3 MUSKETEERS ORIGINAL,Filled Bar,Seasonal,SEAS,NON-DISPLAY,$600509.03,$504847.725337749,$284940.424224854,,,,56.44%,71.92%,,Post - June 2023,133.92,131.64336,15.93%,110.6725254,21.10752,8.18821,1.58134,0.19436,31.07143,4.41071,2.79062,0.419112,0.279408,2.71,1.45878,12.06863,43.14006,5.067934486,4.58%,48.20799449,37%,62.46453087,2794.217633,COP,7.554,8.0,17728.35584,17426.97379,14650.85059,1083.956844,4113.241991,583.890654,369.4228223,209.338099,25.72941488,55.48212867,36.98808578,358.750331,193.1135822,1597.647604,5710.889595,670.8941602,8269.066835
429927.00,,10239485,MXD SNG SPKY SHBX HLWN WM 33.31OZ 8CS,Seasonal,ChocolateMixed,Chocolate,Mixed,Halloween,Multipack Singles,Multipack,MIXED SNACKFOOD,Mixed,Mixed,Future Consumption,256479.0,0.0,SN SINGLES 1.86OZ 48CT 8CS,Chocolate,SNICKERS,Original,Single,Singles,SNICKERS ORIGINAL,Filled Bar,Seasonal,SEAS,NON-DISPLAY,$899635.62,$756323.341865177,$426875.438010632,,,,56.44%,71.92%,,Post - June 2023,133.92,131.64336,15.93%,110.6725254,21.10752,8.18821,1.58134,0.19436,31.07143,4.41071,2.79062,0.419112,0.279408,2.71,1.45878,12.06863,43.14006,5.067934486,4.58%,48.20799449,37%,62.46453087,2794.217633,COP,7.554,8.0,17728.35584,17426.97379,14650.85059,1083.956844,4113.241991,583.890654,369.4228223,209.338099,25.72941488,55.48212867,36.98808578,358.750331,193.1135822,1597.647604,5710.889595,670.8941602,8269.066835
279138.00,,10104192,FB MX SNGL SHBOX HLWN 33.31OZ 18CT 8CS,Seasonal,ChocolateMixed,Chocolate,Mixed,Halloween,Multipack Singles,Singles,MIXED SNACKFOOD,Filled Bar,Confectionery Bar,Future Consumption,227808.0,0.0,TWIX CARAMEL SNGL 1.79OZ 36CT 10/CA,Chocolate,TWIX,Caramel,Single,Singles,TWIX CARAMEL BAR,Enrobed Biscuit,Seasonal,SEAS,NON-DISPLAY,$483953.05,$406859.154911902,$195336.459913238,,,,48.01%,72.07%,,Post - June 2023,133.92,131.64336,15.93%,110.6725254,21.10954,8.28983,1.349294025,0.165494633,30.91415866,5.267441795,6.564307813,0.464726571,0.309817714,6.940255085,2.009084494,21.55563347,52.46979213,5.067934486,4.58%,57.53772662,44%,53.13479874,2794.485041,COP,7.554,8.0,17728.35584,17426.97379,14650.85059,1097.40932,4092.42238,697.3049768,868.9843544,178.6198074,21.90821194,61.52059452,41.01372968,918.7523279,265.9629989,2853.538982,6945.961362,670.8941602,7033.995068
279138.00,,10104192,FB MX SNGL SHBOX HLWN 33.31OZ 18CT 8CS,Seasonal,ChocolateMixed,Chocolate,Mixed,Halloween,Multipack Singles,Singles,MIXED SNACKFOOD,Filled Bar,Confectionery Bar,Future Consumption,255386.0,0.0,MILKY WAY SINGLES 1.84OZ 36CT 10/CA,Chocolate,MILKY WAY US,Original,Single,Singles,MILKY WAY ORIGINAL,Filled Bar,Seasonal,SEAS,NON-DISPLAY,$289508.28,$243389.506773019,$116853.323955227,,,,48.01%,72.07%,,Post - June 2023,133.92,131.64336,15.93%,110.6725254,21.10954,8.28983,1.349294025,0.165494633,30.91415866,5.267441795,6.564307813,0.464726571,0.309817714,6.940255085,2.009084494,21.55563347,52.46979213,5.067934486,4.58%,57.53772662,44%,53.13479874,2794.485041,COP,7.554,8.0,17728.35584,17426.97379,14650.85059,1097.40932,4092.42238,697.3049768,868.9843544,178.6198074,21.90821194,61.52059452,41.01372968,918.7523279,265.9629989,2853.538982,6945.961362,670.8941602,7033.995068
279138.00,,10104192,FB MX SNGL SHBOX HLWN 33.31OZ 18CT 8CS,Seasonal,ChocolateMixed,Chocolate,Mixed,Halloween,Multipack Singles,Singles,MIXED SNACKFOOD,Filled Bar,Confectionery Bar,Future Consumption,255389.0,0.0,3 MUSKETEERS SINGLES 1.92OZ 36CT 10/CA,Chocolate,3 MUSKETEERS,Original,Single,Singles,3 MUSKETEERS ORIGINAL,Filled Bar,Seasonal,SEAS,NON-DISPLAY,$384569.76,$323307.658786886,$155222.692589877,,,,48.01%,72.07%,,Post - June 2023,133.92,131.64336,15.93%,110.6725254,21.10954,8.28983,1.349294025,0.165494633,30.91415866,5.267441795,6.564307813,0.464726571,0.309817714,6.940255085,2.009084494,21.55563347,52.46979213,5.067934486,4.58%,57.53772662,44%,53.13479874,2794.485041,COP,7.554,8.0,17728.35584,17426.97379,14650.85059,1097.40932,4092.42238,697.3049768,868.9843544,178.6198074,21.90821194,61.52059452,41.01372968,918.7523279,265.9629989,2853.538982,6945.961362,670.8941602,7033.995068
279138.00,,10104192,FB MX SNGL SHBOX HLWN 33.31OZ 18CT 8CS,Seasonal,ChocolateMixed,Chocolate,Mixed,Halloween,Multipack Singles,Singles,MIXED SNACKFOOD,Filled Bar,Confectionery Bar,Future Consumption,256479.0,0.0,SN SINGLES 1.86OZ 48CT 8CS,Chocolate,SNICKERS,Original,Single,Singles,SNICKERS ORIGINAL,Filled Bar,Seasonal,SEAS,NON-DISPLAY,$576132.24,$484354.166760394,$232542.458826293,,,,48.01%,72.07%,,Post - June 2023,133.92,131.64336,15.93%,110.6725254,21.10954,8.28983,1.349294025,0.165494633,30.91415866,5.267441795,6.564307813,0.464726571,0.309817714,6.940255085,2.009084494,21.55563347,52.46979213,5.067934486,4.58%,57.53772662,44%,53.13479874,2794.485041,COP,7.554,8.0,17728.35584,17426.97379,14650.85059,1097.40932,4092.42238,697.3049768,868.9843544,178.6198074,21.90821194,61.52059452,41.01372968,918.7523279,265.9629989,2853.538982,6945.961362,670.8941602,7033.995068
459267.00,,10278717,DV PRMS DC ALM SUP SRP 12.67OZ 6CS,Bars,ChocolateDOVE,Chocolate,DOVE,Not Applicable,Stand Up All Other,Medium,DOVE DC ALM,Moulded,Bite Size Wrapped,Future Consumption,459267.0,0.0,DV PRMS DC ALM SUP SRP 12.67OZ 6CS,Chocolate,DOVE,Dark Chocolate Almond,Stand Up All Other,Medium,DOVE DC ALM,Moulded,Non-Core,OSFC,NON-DISPLAY,$37480.8,$29378.385061536,$11182.5694749836,,,,38.06%,61.45%,,Post - June 2022,48.3,47.4789,21.62%,37.21514499,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703395627,4.58%,1.703395627,4%,35.51174937,,,0,6.0,,,,,,,,,,,,,,,,,
459272.00,,10278722,DV PRMS MC CRML SUP SRP 12.67OZ 6CS,Bars,ChocolateDOVE,Chocolate,DOVE,Not Applicable,Stand Up All Other,Medium,DOVE MC CRML,Moulded,Bite Size Wrapped,Future Consumption,459272.0,0.0,DV PRMS MC CRML SUP SRP 12.67OZ 6CS,Chocolate,DOVE,Milk Chocolate Caramel,Stand Up All Other,Medium,DOVE MC CRML,Moulded,Non-Core,OSFC,NON-DISPLAY,$1686250.8,$1321725.39840994,$587592.440927491,,,,44.46%,63.08%,,Post - June 2022,48.3,47.4789,21.62%,37.21514499,9.56063,2.98006,0.9817,0.21808,13.74047,2.39882,0.90978,0.332664,0.221776,0,1.3637,5.22674,18.96721,1.703395627,4.58%,20.67060563,44%,16.54453937,4436.487239,ELZ,2.155,6.0,22412.99304,22031.97216,17269.20881,1382.858469,6376.088167,1113.141531,422.1716937,455.5452436,101.1972158,154.3684455,102.912297,0,632.8074246,2425.401392,8801.489559,790.438806,7677.280449
108734.00,,M6113100,M&MS MILK CHOC SINGLES CLUB 48CT 180PLT,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Single,Singles,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,108734.0,0.0,M&MS MILK CHOC SINGLES CLUB 48CT 180PLT,Chocolate,M&M'S,Milk Chocolate,Single,Singles,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Core,OSIC,NON-DISPLAY,$6077635.2,$5146956.34673875,$2977775.70990792,,,,57.86%,68.46%,,Post - June 2023,8035.2,7898.6016,15.31%,6689.074993,1724.01287,328.19298,48.27236,9.1894,2109.66761,183.08695,121.10426,19.838244,13.225496,0,66.20285,403.4578,2513.12541,305.9798974,4.57%,2819.105307,36%,3869.969686,4164.644438,CLV,413.964,8640.0,19410.38351,19080.40699,16158.59107,792.8056063,5096.258636,442.2774686,292.5478061,116.6100434,22.19854867,47.92263095,31.94842064,0,159.9241722,974.6204984,6070.879134,739.1461514,9348.565784
317489.00,,10133299,M&MS MC SNG DSPN 1.69OZ 36CT 9CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Single,Singles,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,317489.0,0.0,M&MS MC SNG DSPN 1.69OZ 36CT 9CS,Chocolate,M&M'S,Milk Chocolate,Single,Singles,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Core,OSIC,NON-DISPLAY,$23610345.13,$19994851.8982426,$11843085.8006661,,,,59.23%,68.41%,,Post - June 2023,301.32,296.19756,15.31%,250.8403123,64.65048907,12.42304,1.810205221,0.347849084,79.23158338,5.019735213,3.498134822,0.638573775,0.42571585,0,1.978392682,11.56055234,90.79213572,11.47376571,4.57%,102.2659014,35%,148.5744108,4164.81924,CLV,15.523,324.0,19411.19629,19081.20595,16159.26768,800.2989113,5104.14117,323.3740394,225.3517247,116.6143929,22.40862488,41.13726567,27.42484378,0,127.4491195,744.736993,5848.878163,739.1461515,9571.24337
349585.00,,10157523,M&MS MC SNG DT 1.69OZ 36CT 2CS,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Single,Singles,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,349585.0,0.0,M&MS MC SNG DT 1.69OZ 36CT 2CS,Chocolate,M&M'S,Milk Chocolate,Single,Singles,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Core,OSIC,NON-DISPLAY,$3690013.68,$3124955.4645578,$1681363.16504827,,,,53.80%,66.72%,,Post - June 2023,66.96,65.82168,15.31%,55.74229161,14.36676,3.1889,0.906669414,0.088009987,18.5503394,1.453127862,1.255298163,0.153497935,0.102331956,1.149993512,0.536588811,4.650838239,23.20117764,2.549315076,4.57%,25.75049272,39%,29.9917989,4165.485648,COP,3.449,72.0,19414.32299,19084.2795,16161.87057,924.5868368,5378.468948,421.3186031,363.9600357,262.8789255,25.51753755,44.50505509,29.67003653,333.4280986,155.5780838,1348.459913,6726.928861,739.1461513,8695.795563
392897.00,,10113580,M&MS MC SNG 1.69OZ 48CT 8CS CLUB,Bitesize,ChocolateM&M'S,Chocolate,M&M'S,Not Applicable,Single,Singles,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Bite Size Chocolate,Immediate Consumption,392897.0,0.0,M&MS MC SNG 1.69OZ 48CT 8CS CLUB,Chocolate,M&M'S,Milk Chocolate,Single,Singles,M&M'S MILK CHOCOLATE CANDIES,Panned Chocolate,Core,OSIC,NON-DISPLAY,$1962220.8,$1661742.51463181,$938373.197264101,,,,56.47%,68.48%,,Post - June 2023,357.12,351.04896,15.31%,297.2922219,76.6228,14.52712,2.14544,0.40676,93.70212,10.24238,6.64124,1.008756,0.672504,0,3.55074,22.11562,115.81774,13.59585431,4.57%,129.4135943,37%,167.8786276,4165.64097,CLV,18.394,384.0,19415.02664,19084.97119,16162.45634,789.7749266,5094.167663,556.8326628,361.0546917,116.6380341,22.11373274,54.84157878,36.56105252,0,193.0379472,1202.327933,6296.495596,739.1461515,9126.814593
460671.00,,10280493,DV MED SUP FLRS NPP 80CS,Bars,ChocolateDOVE,Chocolate,DOVE,Not Applicable,Stand Up All Other,Small,MIXED SNACKFOOD,Moulded,Bite Size Wrapped,Future Consumption,458067.0,0.0,DV MC CRML PRMS SUP 6.74OZ 8CS,Chocolate,DOVE,Milk Chocolate Caramel,Stand Up All Other,Pouch,DOVE MC CRML,Moulded,Non-Core,DISP,NON-DISPLAY,,,,$798392.25,$658673.60625,$169359.408223402,25.71%,49.43%,,Post - June 2022,360,353.88,17.50%,291.951,96.17122,41.23145,9.249545145,1.00053571,147.6527509,20.93579631,10.91658255,2.235765119,1.49051008,10.4009047,9.922525369,55.90208413,203.554835,13.32916958,4.57%,216.8840046,61%,75.06699544,5703.09079,COP,16.863,80.0,21348.5145,20985.58975,17313.11155,2445.083912,8756.019146,1241.522642,647.3689468,548.5112462,59.33319753,132.5840668,88.38937793,616.7885133,588.4199353,3315.073482,12071.09263,790.4388057,4451.580112
460671.00,,10280493,DV MED SUP FLRS NPP 80CS,Bars,ChocolateDOVE,Chocolate,DOVE,Not Applicable,Stand Up All Other,Small,MIXED SNACKFOOD,Moulded,Bite Size Wrapped,Future Consumption,458085.0,0.0,DV PRMS MC SUP 7.61OZ 8CS,Chocolate,DOVE,Milk Chocolate,Stand Up All Other,Pouch,DOVE MC,Moulded,Core,DISP,NON-DISPLAY,,,,$1596784.19,$1317346.95675,$338718.750687878,25.71%,49.43%,,Post - June 2022,360,353.88,17.50%,291.951,96.17122,41.23145,9.249545145,1.00053571,147.6527509,20.93579631,10.91658255,2.235765119,1.49051008,10.4009047,9.922525369,55.90208413,203.554835,13.32916958,4.57%,216.8840046,61%,75.06699544,5703.09079,COP,16.863,80.0,21348.5145,20985.58975,17313.11155,2445.083912,8756.019146,1241.522642,647.3689468,548.5112462,59.33319753,132.5840668,88.38937793,616.7885133,588.4199353,3315.073482,12071.09263,790.4388057,4451.580112
460671.00,,10280493,DV MED SUP FLRS NPP 80CS,Bars,ChocolateDOVE,Chocolate,DOVE,Not Applicable,Stand Up All Other,Small,MIXED SNACKFOOD,Moulded,Bite Size Wrapped,Future Consumption,459261.0,0.0,DV PRMS DC SUP 7.61OZ 8CS,Chocolate,DOVE,Dark Chocolate,Stand Up All Other,Pouch,DOVE DC,Moulded,Core,DISP,NON-DISPLAY,,,,$1596784.19,$1317346.95675,$338718.750687878,25.71%,49.43%,,Post - June 2022,360,353.88,17.50%,291.951,96.17122,41.23145,9.249545145,1.00053571,147.6527509,20.93579631,10.91658255,2.235765119,1.49051008,10.4009047,9.922525369,55.90208413,203.554835,13.32916958,4.57%,216.8840046,61%,75.06699544,5703.09079,COP,16.863,80.0,21348.5145,20985.58975,17313.11155,2445.083912,8756.019146,1241.522642,647.3689468,548.5112462,59.33319753,132.5840668,88.38937793,616.7885133,588.4199353,3315.073482,12071.09263,790.4388057,4451.580112
108290.00,,M0440100,MILKY WAY KING SIZE 3.63OZ 24CT 6/CA,Bars,ChocolateMILKY WAY US,Chocolate,MILKY WAY US,Not Applicable,Share Size,Share Size,MILKY WAY ORIGINAL,Filled Bar,Confectionery Bar,Immediate Consumption,108290.0,0.0,MILKY WAY KING SIZE 3.63OZ 24CT 6/CA,Chocolate,MILKY WAY US,Original,Share Size,Share Size,MILKY WAY ORIGINAL,Filled Bar,Core,OSIC,NON-DISPLAY,,,,$51526431.63,$42303200.36823,$26608017.344302,62.90%,72.94%,,Post - June 2024,253.44,249.13152,17.90%,204.5369779,49.51710078,4.325714074,1.406282374,0.099489418,55.34858665,6.272583987,2.410041439,0.776257215,0.51750481,0,1.228562972,11.20495042,66.55353707,9.333045403,4.56%,75.88658247,30%,128.6503954,3341.68584,NMKT,14.818,144.0,17103.52274,16812.76286,13803.2783,291.9229366,3735.226525,423.3084078,162.6428289,94.90365596,6.714092185,52.386099,34.924066,0,82.91017492,756.1715767,4491.398102,629.845148,8682.035055
368957.00,,10171177,3M MNTR SUP SRP 8.4OZ 4CS,Bars,Chocolate3 MUSKETEERS,Chocolate,3 MUSKETEERS,Not Applicable,Stand Up Miniatures,Medium,3 MUSKETEERS ORIGINAL,Filled Bar,Confectionery Bar,Future Consumption,368957.0,0.0,3M MNTR SUP SRP 8.4OZ 4CS,Chocolate,3 MUSKETEERS,Original,Stand Up Miniatures,Medium,3 MUSKETEERS ORIGINAL,Filled Bar,Core,OSFC,NON-DISPLAY,$155240.12,$130610.712992766,$60941.8252060627,,,,46.66%,79.90%,,Post - June 2023,17.08,16.78964,15.87%,14.12590284,1.68767,1.08118,0.0406,0.0305,2.83995,3.1858,0.6062,0.0812,0.0541,0,0.1235,4.0508,6.89075,0.644129161,4.56%,7.534879161,45%,6.591023675,1772.762605,CHI,0.952,4.0,17941.17647,17636.17647,14838.13323,1135.693277,2983.140756,3346.428571,636.7647059,42.64705882,32.03781513,85.29411765,56.82773109,0,129.7268908,4255.042017,7238.182773,676.6062616,6923.344196
439566.00,,10252689,TW CK DGH MNTR SUP SRP 7.7OZ 4CS,Bars,ChocolateTWIX,Chocolate,TWIX,Not Applicable,Stand Up Miniatures,Medium,TWIX COOKIE DOUGH,Enrobed Biscuit,Confectionery Bar,Future Consumption,439566.0,0.0,TW CK DGH MNTR SUP SRP 7.7OZ 4CS,Chocolate,TWIX,Cookie Dough,Stand Up Miniatures,Medium,TWIX COOKIE DOUGH,Enrobed Biscuit,Innov,IN23,NON-DISPLAY,$187595.4,$157391.07735588,$38966.0695161813,,,,24.76%,74.39%,,Post - June 2023,17.08,16.78964,16.10%,14.086377,1.84313,1.54289,0.1233,0.0977,3.60702,2.5249,0.753,0.0914,0.0609,0,2.9209,6.3511,9.95812,0.640824583,4.55%,10.59894458,63%,3.487432418,2111.260023,TOP,0.873,4.0,19564.71936,19232.11913,16135.59794,1767.342497,4131.752577,2892.210767,862.5429553,141.2371134,111.9129439,104.696449,69.75945017,0,3345.819015,7275.028637,11406.78121,734.0487778,3994.767947
466264.00,,10286285,MXD CORE SNG HSP WAGS 134CT IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Single,Singles,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,108222.0,0.0,SNICKERS ALMOND SINGLES 1.76OZ 12/24CT,Chocolate,SNICKERS,Almond,Single,Singles,SNICKERS ALMOND,Filled Bar,Non-Core,DISP,NON-DISPLAY,$55668.2,$44954.086132158,$27961.5449313323,,,,62.20%,81.69%,,Post - June 2023,124.62,122.50146,19.25%,98.92436228,13.85897,2.91602,1.2306,0.1064,18.11199,3.8255,3.0811,0.3044,0.2029,5.67,1.6995,14.7834,32.89539,4.497891497,4.55%,37.3932815,31%,61.53108078,2011.461538,COP,6.89,1.0,18087.08273,17779.60232,14357.67232,423.2249637,2628.735849,555.2249637,447.1843251,178.6066763,15.44267054,44.17997097,29.44847605,822.9317852,246.6618287,2145.63135,4774.367199,652.8144408,8930.490679
466264.00,,10286285,MXD CORE SNG HSP WAGS 134CT IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Single,Singles,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,227808.0,0.0,TWIX CARAMEL SNGL 1.79OZ 36CT 10/CA,Chocolate,TWIX,Caramel,Single,Singles,TWIX CARAMEL BAR,Enrobed Biscuit,,DISP,NON-DISPLAY,$92779.92,$74923.1431053048,$46602.3672726156,,,,62.20%,81.69%,,Post - June 2023,124.62,122.50146,19.25%,98.92436228,13.85897,2.91602,1.2306,0.1064,18.11199,3.8255,3.0811,0.3044,0.2029,5.67,1.6995,14.7834,32.89539,4.497891497,4.55%,37.3932815,31%,61.53108078,2011.461538,COP,6.89,1.0,18087.08273,17779.60232,14357.67232,423.2249637,2628.735849,555.2249637,447.1843251,178.6066763,15.44267054,44.17997097,29.44847605,822.9317852,246.6618287,2145.63135,4774.367199,652.8144408,8930.490679
466264.00,,10286285,MXD CORE SNG HSP WAGS 134CT IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Single,Singles,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,255386.0,0.0,MILKY WAY SINGLES 1.84OZ 36CT 10/CA,Chocolate,MILKY WAY US,Original,Single,Singles,MILKY WAY ORIGINAL,Filled Bar,Core,DISP,NON-DISPLAY,$56330.98,$45489.3049681662,$28294.4522778891,,,,62.20%,81.69%,,Post - June 2023,124.62,122.50146,19.25%,98.92436228,13.85897,2.91602,1.2306,0.1064,18.11199,3.8255,3.0811,0.3044,0.2029,5.67,1.6995,14.7834,32.89539,4.497891497,4.55%,37.3932815,31%,61.53108078,2011.461538,COP,6.89,1.0,18087.08273,17779.60232,14357.67232,423.2249637,2628.735849,555.2249637,447.1843251,178.6066763,15.44267054,44.17997097,29.44847605,822.9317852,246.6618287,2145.63135,4774.367199,652.8144408,8930.490679
466264.00,,10286285,MXD CORE SNG HSP WAGS 134CT IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Single,Singles,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,255389.0,0.0,3 MUSKETEERS SINGLES 1.92OZ 36CT 10/CA,Chocolate,3 MUSKETEERS,Original,Single,Singles,3 MUSKETEERS ORIGINAL,Filled Bar,Core,DISP,NON-DISPLAY,$56330.98,$45489.3049681662,$28294.4522778891,,,,62.20%,81.69%,,Post - June 2023,124.62,122.50146,19.25%,98.92436228,13.85897,2.91602,1.2306,0.1064,18.11199,3.8255,3.0811,0.3044,0.2029,5.67,1.6995,14.7834,32.89539,4.497891497,4.55%,37.3932815,31%,61.53108078,2011.461538,COP,6.89,1.0,18087.08273,17779.60232,14357.67232,423.2249637,2628.735849,555.2249637,447.1843251,178.6066763,15.44267054,44.17997097,29.44847605,822.9317852,246.6618287,2145.63135,4774.367199,652.8144408,8930.490679
466264.00,,10286285,MXD CORE SNG HSP WAGS 134CT IDM,Bars,ChocolateMixed,Chocolate,Mixed,Not Applicable,Single,Singles,MIXED SNACKFOOD,Mixed,Mixed,Immediate Consumption,256479.0,0.0,SN SINGLES 1.86OZ 48CT 8CS,Chocolate,SNICKERS,Original,Single,Singles,SNICKERS ORIGINAL,Filled Bar,Core,DISP,NON-DISPLAY,$139612.02,$112741.758709004,$70125.6331295797,,,,62.20%,81.69%,,Post - June 2023,124.62,122.50146,19.25%,98.92436228,13.85897,2.91602,1.2306,0.1064,18.11199,3.8255,3.0811,0.3044,0.2029,5.67,1.6995,14.7834,32.89539,4.497891497,4.55%,37.3932815,31%,61.53108078,2011.461538,COP,6.89,1.0,18087.08273,17779.60232,14357.67232,423.2249637,2628.735849,555.2249637,447.1843251,178.6066763,15.44267054,44.17997097,29.44847605,822.9317852,246.6618287,2145.63135,4774.367199,652.8144408,8930.490679
